chemical_id	chemical_name	disease_id	disease_name	form_body	form_title	pmid	rel_origin	uniq_id	in_gold	rel_resp_gold	rel_resp_gold_reason	_golden
MESH:C079415	"<span class=""chemical"">[1R, 3S] 3-[1'-admantyl]-1-aminomethyl-3,4-dihydro-5,6-dihydroxy-1H-2-benzo pyran hydrochloride/A-77636</span>"	MESH:D020734	"<span class=""disease"">parkinsonism/parkinsonian</span>"	"The clinical utility of dopamine (DA) D1 receptor agonists in the treatment of Parkinson's disease (PD) is still unclear. The therapeutic use of selective DA D1 receptor agonists such as SKF-82958 (6-chloro-7,8-dihydroxy-3-allyl-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzaze pine hydrobromide) and <span class=""chemical"">A-77636</span> (<span class=""chemical"">[1R, 3S] 3-[1'-admantyl]-1-aminomethyl-3,4-dihydro-5,6-dihydroxy-1H-2-benzo pyran hydrochloride</span>) seems limited because of their duration of action, which is too short for SKF-82958 (< 1 hr) and too long for <span class=""chemical"">A-77636</span> (> 20 hr, leading to behavioral tolerance). We therefore conducted the present acute dose-response study in four 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-exposed cynomolgus monkeys primed to exhibit levodopa-induced dyskinesias to evaluate the locomotor and dyskinetic effects on challenge with four doses (from 0.03 to 1.0 mg/kg) of A-86929 ([-]-[5aR,11bS]-4,5,5a,6,7,11b-hexahydro-2-propyl-3-thia-5-+ ++azacyclopent-1- ena[c]phenathrene-9-10-diol), a selective and full DA D1-like receptor agonist with an intermediate duration of action. Levodopa and the DA D2-like receptor agonist, LY-171555 ([4aR-trans]-4,4a,5,6,7,8,8a,9-o-dihydro-5n-propyl-2H-pyrazo lo-3-4-quinoline hydrochloride) were also used for comparison. Acute administration of A-86929 was as efficacious in alleviating MPTP-induced <span class=""disease"">parkinsonism</span> as levodopa and LY-171555, but was less likely to reproduce the levodopa-induced dyskinesias in these animals than with either LY-171555 or subsequent challenge of levodopa. Selective stimulation of the DA D1 receptor may provide better integration of neural inputs transmitted to the internal segment of the globus pallidus (referred to as the basal ganglia output) compared with levodopa and selective DA D2 receptor agonist. Potent DA D1 receptor agents with an intermediate duration of efficacy such as A-86929 (approximately 4 hr at higher doses tested) are potential therapeutic tools in PD and merit further attention."	"Potential therapeutic use of the selective dopamine D1 receptor agonist, A-86929: an acute study in <span class=""disease"">parkinsonian</span> levodopa-primed monkeys."	9270571	abs	refine_test_ques_all_1919	0	"no_relation
"		TRUE
MESH:C045022	"<span class=""chemical"">4-ene-VPA</span>"	MESH:D005234	"<span class=""disease"">steatosis</span>"	"A single dose of valproic acid (VPA), which is a widely used antiepileptic drug, is associated with oxidative stress in rats, as recently demonstrated by elevated levels of 15-F(2t)-isoprostane (15-F(2t)-IsoP). To determine whether there was a temporal relationship between VPA-associated oxidative stress and hepatotoxicity, adult male Sprague-Dawley rats were treated ip with VPA (500 mg/kg) or 0.9% saline (vehicle) once daily for 2, 4, 7, 10, or 14 days. Oxidative stress was assessed by determining plasma and liver levels of 15-F(2t)-IsoP, lipid hydroperoxides (LPO), and thiobarbituric acid reactive substances (TBARs). Plasma and liver 15-F(2t)-IsoP were elevated and reached a plateau after day 2 of VPA treatment compared to control. Liver LPO levels were not elevated until day 7 of treatment (1.8-fold versus control, p < 0.05). Liver and plasma TBARs were not increased until 14 days (2-fold vs. control, p < 0.05). Liver toxicity was evaluated based on serum levels of alpha-glutathione S-transferase (alpha-GST) and by histology. Serum alpha-GST levels were significantly elevated by day 4, which corresponded to hepatotoxicity as shown by the increasing incidence of inflammation of the liver capsule, necrosis, and <span class=""disease"">steatosis</span> throughout the study. The liver levels of beta-oxidation metabolites of VPA were decreased by day 14, while the levels of <span class=""chemical"">4-ene-VPA</span> and (E)-2,4-diene-VPA were not elevated throughout the study. Overall, these findings indicate that VPA treatment results in oxidative stress, as measured by levels of 15-F(2t)-IsoP, which precedes the onset of necrosis, <span class=""disease"">steatosis</span>, and elevated levels of serum alpha-GST."	Valproic acid I: time course of lipid peroxidation biomarkers, liver toxicity, and valproic acid metabolite levels in rats.	15858223	abs	refine_test_ques_all_3902	0	"no_relation
"		TRUE
MESH:D000658	"<span class=""chemical"">amoxicillin/AX</span>"	MESH:D007645	"<span class=""disease"">MDM</span>"	"A large group of patients with suspected allergic reactions to beta-lactam antibiotics was evaluated. A detailed clinical history, together with skin tests, RAST (radioallergosorbent test), and controlled challenge tests, was used to establish whether patients allergic to beta-lactam antibiotics had selective immediate allergic responses to <span class=""chemical"">amoxicillin</span> (<span class=""chemical"">AX</span>) or were cross-reacting with other penicillin derivatives. Skin tests were performed with benzylpenicilloyl-poly-L-lysine (BPO-PLL), benzylpenicilloate, benzylpenicillin (PG), ampicillin (AMP), and <span class=""chemical"">AX</span>. RAST for BPO-PLL and <span class=""chemical"">AX</span>-PLL was done. When both skin test and RAST for BPO were negative, single-blind, placebo-controlled challenge tests were done to ensure tolerance of PG or sensitivity to <span class=""chemical"">AX</span>. A total of 177 patients were diagnosed as allergic to beta-lactam antibiotics. We selected the 54 (30.5%) cases of immediate <span class=""chemical"">AX</span> allergy with good tolerance of PG. Anaphylaxis was seen in 37 patients (69%), the other 17 (31%) having urticaria and/or angioedema. All the patients were skin test negative to BPO; 49 of 51 (96%) were also negative to <span class=""disease"">MDM</span>, and 44 of 46 (96%) to PG. Skin tests with <span class=""chemical"">AX</span> were positive in 34 (63%) patients. RAST was positive for <span class=""chemical"">AX</span> in 22 patients (41%) and to BPO in just 5 (9%). None of the sera with negative RAST for <span class=""chemical"">AX</span> were positive to BPO. Challenge tests with <span class=""chemical"">AX</span> were performed in 23 subjects (43%) to establish the diagnosis of immediate allergic reaction to <span class=""chemical"">AX</span>, and in 15 cases (28%) both skin test and RAST for <span class=""chemical"">AX</span> were negative. PG was well tolerated by all 54 patients. We describe the largest group of <span class=""chemical"">AX</span>-allergic patients who have tolerated PG reported so far. Diagnosis of these patients can be achieved only if specific <span class=""chemical"">AX</span>-related reagents are employed. Further studies are necessary to determine the exact extent of this problem and to improve the efficacy of diagnostic methods."	"Immediate allergic reactions to <span class=""chemical"">amoxicillin</span>."	8092427	abs	refine_test_ques_all_5430	0	"no_relation
"		TRUE
MESH:C053876	"<span class=""chemical"">AH6809</span>"	MESH:D010146	"<span class=""disease"">pain</span>"	"The effects of intrathecal administration of prostaglandins on <span class=""disease"">pain</span> responses in conscious mice were evaluated by using hot plate and acetic acid writhing tests. Prostaglandin D2 (0.5-3 ng/mouse) had a hyperalgesic action on the response to a hot plate during a 3-60 min period after injection. Prostaglandin E2 showed a hyperalgesic effect at doses of 1 pg to 10 ng/mouse, but the effect lasted shorter (3-30 min) than that of prostaglandin D2. Similar results were obtained by acetic acid writhing tests. The hyperalgesic effect of prostaglandin D2 was blocked by simultaneous injection of a substance P antagonist (greater than or equal to 100 ng) but not by <span class=""chemical"">AH6809</span>, a prostanoid EP1-receptor antagonist. Conversely, prostaglandin E2-induced hyperalgesia was blocked by <span class=""chemical"">AH6809</span> (greater than or equal to 500 ng) but not by the substance P antagonist. Prostaglandin F2 alpha had little effect on <span class=""disease"">pain</span> responses. These results demonstrate that both prostaglandin D2 and prostaglandin E2 exert hyperalgesia in the spinal cord, but in different ways."	Nociceptive effects induced by intrathecal administration of prostaglandin D2, E2, or F2 alpha to conscious mice.	2322844	abs	refine_test_ques_all_1685	0	"no_relation
"		TRUE
MESH:C107135	"<span class=""chemical"">everolimus</span>"	MESH:D006261	"<span class=""disease"">headaches</span>"	"TAC has been shown to be a potent immunosuppressive agent for solid organ transplantation in pediatrics. Neurotoxicity is a potentially serious toxic effect. It is characterized by encephalopathy, <span class=""disease"">headaches</span>, seizures, or neurological deficits. Here, we describe an eight-and-a-half-yr-old male renal transplant recipient with right BN. MRI demonstrated hyperintense T2 signals in the cervical cord and right brachial plexus roots indicative of both myelitis and right brachial plexitis. Symptoms persisted for three months despite TAC dose reduction, administration of IVIG and four doses of methylprednisolone pulse therapy. Improvement and eventually full recovery only occurred after TAC was completely discontinued and successfully replaced by <span class=""chemical"">everolimus</span>."	"Recovery of tacrolimus-associated brachial neuritis after conversion to <span class=""chemical"">everolimus</span> in a pediatric renal transplant recipient--case report and review of the literature."	18503483	abs	refine_test_ques_all_5999	0	"no_relation
"		TRUE
MESH:C010980	"<span class=""chemical"">Hip-His-Leu</span>"	MESH:D011507	"<span class=""disease"">Proteinuria/proteinuria</span>"	"<p>BACKGROUND: In man, differences in angiotensin-converting enzyme (ACE) levels, related to ACE (I/D) genotype, are associated with renal prognosis. This raises the hypothesis that individual differences in renal ACE activity are involved in renal susceptibility to inflicted damage. Therefore, we studied the predictive effect of renal ACE activity for the severity of renal damage induced by a single injection of adriamycin in rats. </p><p>METHODS: Renal ACE activity (<span class=""chemical"">Hip-His-Leu</span> cleavage by cortical homogenates) was determined by renal biopsy in 27 adult male Wistar rats. After 1 week of recovery, <span class=""disease"">proteinuria</span> was induced by adriamycin [1.5 mg/kg intravenously (i.v.) n = 18; controls, saline i.v. n = 9]. <span class=""disease"">Proteinuria</span> was measured every 2 weeks. After 12 weeks, rats were sacrificed and their kidneys harvested. </p><p>RESULTS: As anticipated, adriamycin elicited nephrotic range <span class=""disease"">proteinuria</span>, renal interstitial damage and mild focal glomerulosclerosis. Baseline renal ACE positively correlated with the relative rise in <span class=""disease"">proteinuria</span> after adriamycin (r = 0.62, P<0.01), renal interstitial alpha-smooth muscle actin (r = 0.49, P<0.05), interstitial macrophage influx (r = 0.56, P<0.05), interstitial collagen III (r = 0.53, P<0.05), glomerular alpha-smooth muscle actin (r = 0.74, P<0.01) and glomerular desmin (r = 0.48, P<0.05). Baseline renal ACE did not correlate with focal glomerulosclerosis (r = 0.22, NS). In controls, no predictive values for renal parameters were observed. </p><p>CONCLUSION: Individual differences in renal ACE activity predict the severity of adriamycin-induced renal damage in this outbred rat strain. This supports the assumption that differences in renal ACE activity predispose to a less favourable course of renal damage.</p>"	Individual differences in renal ACE activity in healthy rats predict susceptibility to adriamycin-induced renal damage.	15572383	abs	refine_test_ques_all_2940	0	"no_relation
"		TRUE
MESH:D014527	"<span class=""chemical"">uric acid</span>"	MESH:D006331	"<span class=""disease"">cardiac damage</span>"	"The current study dealt with the protective role of mangiferin, a polyphenol from Mangifera indica Linn. (Anacardiaceae), on isoproterenol (ISPH)-induced myocardial infarction (MI) in rats through its antioxidative mechanism. Subcutaneous injection of ISPH (200 mg/kg body weight in 1 ml saline) to rats for 2 consecutive days caused myocardial damage in rat heart, which was determined by the increased activity of serum lactate dehydrogenase (LDH) and creatine phosphokinase isoenzymes (CK-MB), increased <span class=""chemical"">uric acid</span> level and reduced plasma iron binding capacity. The protective role of mangiferin was analyzed by triphenyl tetrazolium chloride (TTC) test used for macroscopic enzyme mapping assay of the ischemic myocardium. The heart tissue antioxidant enzymes such as superoxide dismutase, catalase, glutathione peroxidase, glutathione transferase and glutathione reductase activities, non-enzymic antioxidants such as cerruloplasmin, Vitamin C, Vitamin E and glutathione levels were altered in MI rats. Upon pretreatment with mangiferin (100 mg/kg body weight suspended in 2 ml of dimethyl sulphoxide) given intraperitoneally for 28 days to MI rats protected the above-mentioned parameters to fall from the normal levels. Activities of heart tissue enzymic antioxidants and serum non-enzymic antioxidants levels rose significantly upon mangiferin administration as compared to ISPH-induced MI rats. From the present study it is concluded that mangiferin exerts a beneficial effect against ISPH-induced MI due to its antioxidant potential, which regulated the tissues defense system against <span class=""disease"">cardiac damage</span>."	Role of mangiferin on biochemical alterations and antioxidant status in isoproterenol-induced myocardial infarction in rats.	16584858	abs	refine_test_ques_all_1050	0	"no_relation
"		TRUE
MESH:C422923	"<span class=""chemical"">rosuvastatin</span>"	MESH:D003324	"<span class=""disease"">coronary artery disease</span>"	"<p>OBJECTIVE: To report a case of a severe interaction between simvastatin, amiodarone, and atazanavir resulting in rhabdomyolysis and acute renal failure. </p><p>BACKGROUND: A 72-year-old white man with underlying human immunodeficiency virus, atrial fibrillation, <span class=""disease"">coronary artery disease</span>, and hyperlipidemia presented with generalized pain, fatigue, and dark orange urine for 3 days. The patient was taking 80 mg simvastatin at bedtime (initiated 27 days earlier); amiodarone at a dose of 400 mg daily for 7 days, then 200 mg daily (initiated 19 days earlier); and 400 mg atazanavir daily (initiated at least 2 years previously). Laboratory evaluation revealed 66,680 U/L creatine kinase, 93 mg/dL blood urea nitrogen, 4.6 mg/dL creatinine, 1579 U/L aspartate aminotransferase, and 738 U/L alanine aminotransferase. Simvastatin, amiodarone, and the patient's human immunodeficiency virus medications were all temporarily discontinued and the patient was given forced alkaline diuresis and started on dialysis. Nine days later the patient's creatine kinase had dropped to 1695 U/L and creatinine was 3.3 mg/dL. The patient was discharged and continued outpatient dialysis for 1 month until his renal function recovered. </p><p>DISCUSSION: The risk of rhabdomyolysis is increased in the presence of concomitant drugs that inhibit simvastatin metabolism. Simvastatin is metabolized by CYP3A4. Amiodarone and atazanavir are recognized CYP3A4 inhibitors. </p><p>CONCLUSIONS: Pharmacokinetic differences in statins are an important consideration for assessing the risk of potential drug interactions. In patients requiring the concurrent use of statins and CYP3A4 inhibitors, pravastatin, fluvastatin, and <span class=""chemical"">rosuvastatin</span> carry the lowest risk of drug interactions; atorvastatin carries moderate risk, whereas simvastatin and lovastatin have the highest risk and should be avoided in patients taking concomitant CYP3A4 inhibitors.</p>"	Severe rhabdomyolysis and acute renal failure secondary to concomitant use of simvastatin, amiodarone, and atazanavir.	17615423	abs	refine_test_ques_all_4096	0	"no_relation
"		TRUE
MESH:D014700	"<span class=""chemical"">verapamil</span>"	MESH:D010673	"<span class=""disease"">Pheochromocytoma/pheochromocytoma</span>"	"<p>OBJECTIVE: To describe the unmasking of <span class=""disease"">pheochromocytoma</span> in a patient treated with amisulpride and tiapride. </p><p>CASE SUMMARY: A 42-year-old white man developed acute hypertension with severe headache and vomiting 2 hours after the first doses of amisulpride 100 mg and tiapride 100 mg. Both drugs were immediately discontinued, and the patient recovered after subsequent nicardipine and <span class=""chemical"">verapamil</span> treatment. Abdominal ultrasound showed an adrenal mass, and postoperative histologic examination confirmed the diagnosis of <span class=""disease"">pheochromocytoma</span>. </p><p>DISCUSSION: Drug-induced symptoms of <span class=""disease"">pheochromocytoma</span> are often associated with the use of substituted benzamide drugs, but the underlying mechanism is unknown. In our case, use of the Naranjo probability scale indicated a possible relationship between the hypertensive crisis and amisulpride and tiapride therapy. </p><p>CONCLUSIONS: As of March 24, 2005, this is the first reported case of amisulpride- and tiapride-induced hypertensive crisis in a patient with <span class=""disease"">pheochromocytoma</span>. Physicians and other healthcare professionals should be aware of this potential adverse effect of tiapride and amisulpride.</p>"	"<span class=""disease"">Pheochromocytoma</span> unmasked by amisulpride and tiapride."	15811908	abs	refine_test_ques_all_2376	0	"no_relation
"		TRUE
MESH:D000450	"<span class=""chemical"">aldosterone</span>"	MESH:D007008	"<span class=""disease"">hypokalemia</span>"	"The beta adrenergic blocking drug, timolol, tended to correct the <span class=""disease"">hypokalemia</span> of short-term bendrofluazide treatment in 6 healthy male subjects and although the effect was small it was significant. Timolol also reduced the rise in plasma <span class=""chemical"">aldosterone</span> and urine potassium excretion following bendrofluazide and increased the urine sodium/potassium ratio. There was no evidence of a shift of potassium from the intracellular to the extracellular space."	"Amelioration of bendrofluazide-induced <span class=""disease"">hypokalemia</span> by timolol."	326460	abs	refine_test_ques_all_5783	0	"no_relation
"		TRUE
MESH:D004298	"<span class=""chemical"">dopamine</span>"	MESH:D006327	"<span class=""disease"">atrio-ventricular dissociation</span>"	"<p>INTRODUCTION: Intoxications with carbachol, a muscarinic cholinergic receptor agonist are rare. We report an interesting case investigating a (near) fatal poisoning. </p><p>METHODS: The son of an 84-year-old male discovered a newspaper report stating clinical success with plant extracts in Alzheimer's disease. The mode of action was said to be comparable to that of the synthetic compound 'carbamylcholin'; that is, carbachol. He bought 25 g of carbachol as pure substance in a pharmacy, and the father was administered 400 to 500 mg. Carbachol concentrations in serum and urine on day 1 and 2 of hospital admission were analysed by HPLC-mass spectrometry. </p><p>RESULTS: Minutes after oral administration, the patient developed nausea, sweating and hypotension, and finally collapsed. Bradycardia, cholinergic symptoms and asystole occurred. Initial cardiopulmonary resuscitation and immediate treatment with adrenaline (epinephrine), atropine and furosemide was successful. On hospital admission, blood pressure of the intubated, bradyarrhythmic patient was 100/65 mmHg. Further signs were hyperhidrosis, hypersalivation, bronchorrhoea, and severe miosis; the electrocardiographic finding was <span class=""disease"">atrio-ventricular dissociation</span>. High doses of atropine (up to 50 mg per 24 hours), adrenaline and <span class=""chemical"">dopamine</span> were necessary. The patient was extubated 1 week later. However, increased dyspnoea and bronchospasm necessitated reintubation. Respiratory insufficiency was further worsened by Proteus mirabilis infection and severe bronchoconstriction. One week later, the patient was again extubated and 3 days later was transferred to a peripheral ward. On the next day he died, probably as a result of heart failure. Serum samples from the first and second days contained 3.6 and 1.9 mg/l carbachol, respectively. The corresponding urine concentrations amounted to 374 and 554 mg/l. </p><p>CONCLUSION: This case started with a media report in a popular newspaper, initiated by published, peer-reviewed research on herbals, and involved human failure in a case history, medical examination and clinical treatment. For the first time, an analytical method for the determination of carbachol in plasma and urine has been developed. The analysed carbachol concentration exceeded the supposed serum level resulting from a therapeutic dose by a factor of 130 to 260. Especially in old patients, intensivists should consider intoxications (with cholinergics) as a cause of acute cardiovascular failure.</p>"	Case report: acute unintentional carbachol intoxication.	16740173	abs	refine_test_ques_all_5920	0	"no_relation
"		TRUE
MESH:D011453	"<span class=""chemical"">prostaglandins</span>"	MESH:D006947	"<span class=""disease"">hyperkalemia</span>"	"We have reported a case of acute oliguric renal failure with <span class=""disease"">hyperkalemia</span> in a patient with cirrhosis, ascites, and cor pulmonale after indomethacin therapy. Prompt restoration of renal function followed drug withdrawal, while re-exposure to a single dose of indomethacin caused recurrence of acute reversible oliguria. Our case supports the hypothesis that endogenous renal <span class=""chemical"">prostaglandins</span> play a role in the maintenance of renal blood flow when circulating plasma volume is diminished. Since nonsteroidal anti-inflammatory agents interfere with this compensatory mechanism and may cause acute renal failure, they should be used with caution in such patients."	Indomethacin-induced renal insufficiency: recurrence on rechallenge.	4071154	abs	refine_test_ques_all_5282	0	"no_relation
"		TRUE
MESH:C065180	"<span class=""chemical"">fluvastatin</span>"	MESH:D010146	"<span class=""disease"">pain</span>"	"<p>OBJECTIVE: To report a case of a severe interaction between simvastatin, amiodarone, and atazanavir resulting in rhabdomyolysis and acute renal failure. </p><p>BACKGROUND: A 72-year-old white man with underlying human immunodeficiency virus, atrial fibrillation, coronary artery disease, and hyperlipidemia presented with generalized <span class=""disease"">pain</span>, fatigue, and dark orange urine for 3 days. The patient was taking 80 mg simvastatin at bedtime (initiated 27 days earlier); amiodarone at a dose of 400 mg daily for 7 days, then 200 mg daily (initiated 19 days earlier); and 400 mg atazanavir daily (initiated at least 2 years previously). Laboratory evaluation revealed 66,680 U/L creatine kinase, 93 mg/dL blood urea nitrogen, 4.6 mg/dL creatinine, 1579 U/L aspartate aminotransferase, and 738 U/L alanine aminotransferase. Simvastatin, amiodarone, and the patient's human immunodeficiency virus medications were all temporarily discontinued and the patient was given forced alkaline diuresis and started on dialysis. Nine days later the patient's creatine kinase had dropped to 1695 U/L and creatinine was 3.3 mg/dL. The patient was discharged and continued outpatient dialysis for 1 month until his renal function recovered. </p><p>DISCUSSION: The risk of rhabdomyolysis is increased in the presence of concomitant drugs that inhibit simvastatin metabolism. Simvastatin is metabolized by CYP3A4. Amiodarone and atazanavir are recognized CYP3A4 inhibitors. </p><p>CONCLUSIONS: Pharmacokinetic differences in statins are an important consideration for assessing the risk of potential drug interactions. In patients requiring the concurrent use of statins and CYP3A4 inhibitors, pravastatin, <span class=""chemical"">fluvastatin</span>, and rosuvastatin carry the lowest risk of drug interactions; atorvastatin carries moderate risk, whereas simvastatin and lovastatin have the highest risk and should be avoided in patients taking concomitant CYP3A4 inhibitors.</p>"	Severe rhabdomyolysis and acute renal failure secondary to concomitant use of simvastatin, amiodarone, and atazanavir.	17615423	abs	refine_test_ques_all_4068	0	"no_relation
"		TRUE
