uniq_id	verify_relationship_gold	pmid	chemical_id	disease_id	relation_pair_id	sentence_id	chemical_name	disease_name	form_sentence	verify_relationship_gold_reason	original_job_id
bcv_easy_930_sent_work_dev_set_761593	no_relation	17965424.0	C422649	D005767	17965424_C422649_D005767	17965424_8	"<span class=""chemical"">etoricoxib</span>"	"<span class=""disease"">GI AEs</span>"	"The cumulative discontinuation rate due to <span class=""disease"">GI AEs</span> was significantly lower with <span class=""chemical"">etoricoxib</span> than diclofenac (5.2 vs 8.5 events per 100 patient-years, respectively; hazard ratio 0.62 (95% CI: 0.47, 0.81; p<or=0.001))."		761593
bcv_easy_950_sent_work_dev_set_761593	no_relation	7710775.0	D009599	D007511	7710775_D009599_D007511	7710775_6	"<span class=""chemical"">nitroprusside</span>"	"<span class=""disease"">ischemia</span>"	"Increased plasma malondialdehyde was also recorded in two other groups of animals subjected to the same experimental model, one receiving 20 mg/kg b.w. of the cyclooxygenase inhibitor acetylsalicylate intravenously immediately before <span class=""disease"">ischemia</span>, the other receiving 650 micrograms/kg b.w. of the hypotensive drug <span class=""chemical"">nitroprusside</span> at a flow rate of 103 microliters/min intravenously during <span class=""disease"">ischemia</span>, although in this latter group malondialdehyde was significantly higher."		761593
bcv_easy_132_sent_work_dev_set_761593	no_relation	11230490.0	D004317	D066126	11230490_D004317_D066126	11230490_0	"<span class=""chemical"">doxorubicin</span>"	"<span class=""disease"">cardiotoxicity</span>"	"Reduced <span class=""disease"">cardiotoxicity</span> and preserved antitumor efficacy of liposome-encapsulated <span class=""chemical"">doxorubicin</span> and cyclophosphamide compared with conventional <span class=""chemical"">doxorubicin</span> and cyclophosphamide in a randomized, multicenter trial of metastatic breast cancer."		761593
bcv_easy_44_sent_work_dev_set_761593	no_relation	20552622.0	D001262	D001145	20552622_D001262_D001145	20552622_5	"<span class=""chemical"">atenolol</span>"	"<span class=""disease"">arrhythmia</span>"	"After stopping the beta-agonist, and after a week with the <span class=""chemical"">atenolol</span>, the <span class=""disease"">arrhythmia</span> disappeared."		761593
bcv_easy_891_sent_work_dev_set_761593	no_relation	9549528.0	D007980	D020734	9549528_D007980_D020734	9549528_1	"<span class=""chemical"">L-dopa</span>"	"<span class=""disease"">parkinsonian</span>"	"We have studied the regional cerebral blood flow (rCBF) changes induced by the execution of a finger-to-thumb opposition motor task in the supplementary and primary motor cortex of two groups of <span class=""disease"">parkinsonian</span> patients on <span class=""chemical"">L-dopa</span> medication, the first one without <span class=""chemical"">L-dopa</span> induced dyskinesia (n = 23) and the other with moderate peak-dose dyskinesia (n = 15), and of a group of 14 normal subjects."		761593
bcv_easy_679_sent_work_dev_set_761593	no_relation	9564988.0	D064704	D012852	9564988_D064704_D012852	9564988_1	"<span class=""chemical"">levofloxacin</span>"	"<span class=""disease"">sinusitis</span>"	"PURPOSE: To evaluate the efficacy and safety of <span class=""chemical"">levofloxacin</span> (500 mg orally once daily for 10 to 14 days) in treating adult outpatients with acute bacterial <span class=""disease"">sinusitis</span>."		761593
bcv_easy_407_sent_work_dev_set_761593	no_relation	2320800.0	D002945	D001943	2320800_D002945_D001943	2320800_1	"<span class=""chemical"">cisplatin</span>"	"<span class=""disease"">breast cancer</span>"	"A sixty-year-old woman with advanced <span class=""disease"">breast cancer</span>, previously treated with <span class=""chemical"">cisplatin</span>, developed an irreversible lethal renal failure with anuria, the day after 5 g/m2 bolus ifosfamide."		761593
bcv_easy_108_sent_work_dev_set_761593	no_relation	458486.0	D063325	D004409	458486_D063325_D004409	458486_1	"<span class=""chemical"">Tiapride</span>"	"<span class=""disease"">involuntary movements</span>"	"<span class=""chemical"">Tiapride</span>, a substituted benzamide derivative closely related to metoclopramide, reduced levodopa-induced peak dose <span class=""disease"">involuntary movements</span> in 16 patients with idiopathic Parkinson's disease."		761593
bcv_easy_573_sent_work_dev_set_761593	no_relation	19274460.0	D003520	D009101	19274460_D003520_D009101	19274460_0	"<span class=""chemical"">cyclophosphamide</span>"	"<span class=""disease"">myeloma</span>"	"DSMM XI study: dose definition for intravenous <span class=""chemical"">cyclophosphamide</span> in combination with bortezomib/dexamethasone for remission induction in patients with newly diagnosed <span class=""disease"">myeloma</span>."		761593
bcv_easy_88_sent_work_dev_set_761593	no_relation	15673851.0	D018698	D020336	15673851_D018698_D020336	15673851_9	"<span class=""chemical"">glutamate</span>"	"<span class=""disease"">spastic paraparesis</span>"	"These data indicate that IT morphine induces <span class=""disease"">spastic paraparesis</span> with a concomitant increase in CSF <span class=""chemical"">glutamate</span>, which is involved in NMDA receptor activation."		761593
bcv_easy_1187_sent_work_dev_set_761593	no_relation	11079278.0	D008790	D017202	11079278_D008790_D017202	11079278_12	"<span class=""chemical"">metoprolol</span>"	"<span class=""disease"">myocardial ischemia</span>"	"CONCLUSION: During dobutamine stress testing, <span class=""chemical"">metoprolol</span> attenuates or eliminates evidence of <span class=""disease"">myocardial ischemia</span>."		761593
bcv_easy_247_sent_work_dev_set_761593	no_relation	12093990.0	D012254	D007239	12093990_D012254_D007239	12093990_23	"<span class=""chemical"">ribavirin</span>"	"<span class=""disease"">infection</span>"	"Although intravenous <span class=""chemical"">ribavirin</span> was not effective for all children with severe adenovirus disease in this series or in the literature, therapy is unlikely to be of benefit if begun late in the course of the <span class=""disease"">infection</span>."		761593
bcv_easy_333_sent_work_dev_set_761593	no_relation	12691807.0	D007980	D010300	12691807_D007980_D010300	12691807_1	"<span class=""chemical"">Levodopa</span>"	"<span class=""disease"">Parkinson's disease</span>"	"<span class=""chemical"">Levodopa</span>-induced dyskinesias have been reported in <span class=""disease"">Parkinson's disease</span> and multiple system atrophy."		761593
bcv_easy_429_sent_work_dev_set_761593	no_relation	2435991.0	C032151	D001145	2435991_C032151_D001145	2435991_2	"<span class=""chemical"">Cibenzoline</span>"	"<span class=""disease"">arrhythmias</span>"	"<span class=""chemical"">Cibenzoline</span> suppressed all the <span class=""disease"">arrhythmias</span>, and the minimum effective plasma concentrations for <span class=""disease"">arrhythmias</span> induced by 24-h coronary ligation, 48-h coronary ligation, digitalis, and adrenaline were 1.9 +/- 0.9 (by 8 mg/kg i.v.), 1.6 +/- 0.5 (by 8 mg/kg i.v.), 0.6 +/- 0.2 (by 2 mg/kg i.v.), and 3.5 +/- 1.3 (by 5 mg/kg i.v.) micrograms/ml, respectively (mean +/- SDM, n = 6-7)."		761593
bcv_easy_893_sent_work_dev_set_761593	no_relation	10414674.0	D007660	D017542	10414674_D007660_D017542	10414674_3	"<span class=""chemical"">ketoprofen</span>"	"<span class=""disease"">aneurysmal</span>"	"Patients with aneurysmal subarachnoid hemorrhage (SAH) were randomized to receive either <span class=""chemical"">ketoprofen</span>, 100 mg, three times a day (<span class=""chemical"">ketoprofen</span> group, n = 9) or a weak NSAID, acetaminophen, 1 g, three times a day (acetaminophen group, n = 9) starting immediately after the diagnosis of <span class=""disease"">aneurysmal</span> SAH."		761593
bcv_easy_267_sent_work_dev_set_761593	no_relation	20164825.0	D008687	D007674	20164825_D008687_D007674	20164825_0	"<span class=""chemical"">Metformin</span>"	"<span class=""disease"">nephropathy</span>"	"<span class=""chemical"">Metformin</span> prevents experimental gentamicin-induced <span class=""disease"">nephropathy</span> by a mitochondria-dependent pathway."		761593
bcv_easy_262_sent_work_dev_set_761593	no_relation	9545159.0	D020117	D006973	9545159_D020117_D006973	9545159_3	"<span class=""chemical"">cisapride</span>"	"<span class=""disease"">hypertension</span>"	"A possible drug interaction occurred in a 45-year-old woman who was taking <span class=""chemical"">cisapride</span> for gastroesophageal reflux disorder and diltiazem, an agent that has inhibitory effect on CYP3A4, for <span class=""disease"">hypertension</span>."		761593
bcv_easy_845_sent_work_dev_set_761593	no_relation	8494478.0	D002939	D009369	8494478_D002939_D009369	8494478_2	"<span class=""chemical"">ciprofloxacin</span>"	"<span class=""disease"">cancer</span>"	"Five patients with <span class=""disease"">cancer</span> who developed acute renal failure that followed treatment with <span class=""chemical"">ciprofloxacin</span> are described and an additional 15 cases reported in the literature are reviewed."		761593
bcv_easy_1120_sent_work_dev_set_761593	no_relation	8106150.0	D016291	D004409	8106150_D016291_D004409	8106150_5	"<span class=""chemical"">MK-801</span>"	"<span class=""disease"">dyskinetic</span>"	"Several drugs, including clonidine, physostigmine, methysergide, 5-MDOT, propranolol, and <span class=""chemical"">MK-801</span>, markedly reduced the <span class=""disease"">dyskinetic</span> movements but at the cost of a return of parkinsonian symptomatology."		761593
bcv_easy_883_sent_work_dev_set_761593	no_relation	18674790.0	D004317	D009765	18674790_D004317_D009765	18674790_9	"<span class=""chemical"">doxorubicin</span>"	"<span class=""disease"">obese</span>"	"In conclusion, HFD-induced <span class=""disease"">obese</span> rats are highly sensitized to <span class=""chemical"">doxorubicin</span>-induced cardiotoxicity by substantially downregulating cardiac mitochondrial ATP generation, increasing oxidative stress and downregulating the JAK/STAT3 pathway."		761593
bcv_easy_327_sent_work_dev_set_761593	no_relation	6150641.0	D002927	D056486|D006402	6150641_D002927_D056486|D006402	6150641_7	"<span class=""chemical"">cimetidine</span>"	"<span class=""disease"">hepatic or hematologic toxicity</span>"	"Treatment with high doses of <span class=""chemical"">cimetidine</span> (one to 60 months; median, 11 months) or ranitidine (two to 31 months; median, 14 months) was not associated with <span class=""disease"">hepatic or hematologic toxicity</span> or alterations of serum gastrin concentrations, but ranitidine therapy was associated with a significantly lower serum creatinine level than seen with <span class=""chemical"">cimetidine</span> therapy."		761593
bcv_easy_97_sent_work_dev_set_761593	no_relation	8766220.0	D014147	D010146	8766220_D014147_D010146	8766220_1	"<span class=""chemical"">Tramadol</span>"	"<span class=""disease"">pain</span>"	"<span class=""chemical"">Tramadol</span> is a weak opioid with effects on adrenergic and serotonergic neurotransmission that is used to treat cancer <span class=""disease"">pain</span> and chronic non malignant <span class=""disease"">pain</span>."		761593
bcv_easy_867_sent_work_dev_set_761593	no_relation	1687392.0	D015647	D002375	1687392_D015647_D002375	1687392_10	"<span class=""chemical"">SKF 38393</span>"	"<span class=""disease"">catalepsy</span>"	"Combination of <span class=""chemical"">SKF 38393</span> with quinpirole did not cause potentiated inhibitory effect on <span class=""disease"">catalepsy</span> induced by dopamine antagonists."		761593
bcv_easy_648_sent_work_dev_set_761593	no_relation	11694026.0	D000082	D014581	11694026_D000082_D014581	11694026_8	"<span class=""chemical"">paracetamol</span>"	"<span class=""disease"">urticaria</span>"	"Taken together, our results confirm the good tolerability of nimesulide and <span class=""chemical"">paracetamol</span> in patients who experienced <span class=""disease"">urticaria</span>/angioedema caused by NSAIDs."		761593
bcv_easy_188_sent_work_dev_set_761593	no_relation	8958188.0	D005492	D064420	8958188_D005492_D064420	8958188_8	"<span class=""chemical"">folic acid</span>"	"<span class=""disease"">toxicity</span>"	"Associated studies demonstrated that lometrexol plasma pharmacokinetics were not altered by <span class=""chemical"">folic acid</span> administration indicating that supplementation is unlikely to reduce <span class=""disease"">toxicity</span> by enhancing lometrexol plasma clearance."		761593
bcv_easy_878_sent_work_dev_set_761593	no_relation	18674790.0	D004317	D009765	18674790_D004317_D009765	18674790_6	"<span class=""chemical"">Doxorubicin</span>"	"<span class=""disease"">OB</span>"	"<span class=""chemical"">Doxorubicin</span> toxicokinetics studies revealed no change in accumulation of <span class=""chemical"">doxorubicin</span> and doxorubicinol (toxic metabolite) in the normal diet-fed (ND) and <span class=""disease"">OB</span> hearts."		761593
bcv_easy_167_sent_work_dev_set_761593	no_relation	2980315.0	C053571	D014693	2980315_C053571_D014693	2980315_3	"<span class=""chemical"">iopentol</span>"	"<span class=""disease"">ventricular fibrillation</span>"	"Frequencies of <span class=""disease"">ventricular fibrillation</span> were significantly lower (p less than 0.05) after <span class=""chemical"">iopentol</span> (0%) and iohexol (3%) than after metrizoate (22%)."		761593
bcv_easy_976_sent_work_dev_set_761593	no_relation	15897593.0	D064730	D015431	15897593_D064730_D015431	15897593_5	"<span class=""chemical"">dexrazoxane</span>"	"<span class=""disease"">weight loss</span>"	"RESULTS: Nontoxic doses of <span class=""chemical"">dexrazoxane</span> reduced myelosuppression and <span class=""disease"">weight loss</span> from daunorubicin and etoposide in mice and antagonized their antiproliferative effects in the colony assay; however, <span class=""chemical"">dexrazoxane</span> neither reduced myelosuppression, <span class=""disease"">weight loss</span>, nor the in vitro cytotoxicity from doxorubicin."		761593
bcv_easy_399_sent_work_dev_set_761593	no_relation	12907924.0	D008774	D000544	12907924_D008774_D000544	12907924_1	"<span class=""chemical"">methylphenidate</span>"	"<span class=""disease"">Alzheimer's disease</span>"	"An 82-year-old man with treatment-resistant depression and early <span class=""disease"">Alzheimer's disease</span> was started on <span class=""chemical"">methylphenidate</span>."		761593
bcv_easy_753_sent_work_dev_set_761593	no_relation	10539815.0	D004656	D018487	10539815_D004656_D018487	10539815_4	"<span class=""chemical"">enalapril</span>"	"<span class=""disease"">Left Ventricular Dysfunction</span>"	"METHOD: We analyzed data from the Studies of <span class=""disease"">Left Ventricular Dysfunction</span> (SOLVD), a randomized, double-blind, placebo-controlled trial of <span class=""chemical"">enalapril</span> for the treatment of CHF."		761593
bcv_easy_575_sent_work_dev_set_761593	no_relation	19274460.0	C400082	D009101	19274460_C400082_D009101	19274460_1	"<span class=""chemical"">bortezomib</span>"	"<span class=""disease"">MM/multiple myeloma</span>"	"A clinical trial was initiated to evaluate the recommended dose of cyclophosphamide in combination with <span class=""chemical"">bortezomib</span> and dexamethasone as induction treatment before stem cell transplantation for younger patients with newly diagnosed <span class=""disease"">multiple myeloma</span> (<span class=""disease"">MM</span>)."		761593
bcv_easy_1254_sent_work_dev_set_761593	no_relation	6699841.0	D009288	D001172	6699841_D009288_D001172	6699841_1	"<span class=""chemical"">naproxen</span>"	"<span class=""disease"">rheumatoid arthritis</span>"	"A 31-year-old man with <span class=""disease"">rheumatoid arthritis</span>, who had previously been treated with sulindac, fenoprofen calcium, high dose salicylates and gold salts, developed renal papillary necrosis (RPN) 4 months after institution of <span class=""chemical"">naproxen</span> therapy."		761593
bcv_easy_309_sent_work_dev_set_761593	no_relation	9672273.0	D013629	D001943	9672273_D013629_D001943	9672273_3	"<span class=""chemical"">tamoxifen</span>"	"<span class=""disease"">breast cancer</span>"	"METHODS: In October, 1992, we started a double-blind placebo-controlled, randomised trial of <span class=""chemical"">tamoxifen</span> in women (mainly in Italy) who did not have <span class=""disease"">breast cancer</span> and who had had a hysterectomy."		761593
bcv_easy_931_sent_work_dev_set_761593	no_relation	17965424.0	D004008	D004487	17965424_D004008_D004487	17965424_9	"<span class=""chemical"">diclofenac</span>"	"<span class=""disease"">oedema</span>"	"The incidence of discontinuations for hypertension-related and <span class=""disease"">oedema</span>-related AEs were significantly higher with etoricoxib (2.5% and 1.1% respectively) compared with <span class=""chemical"">diclofenac</span> (1.5% and 0.4% respectively; p<0.001 for hypertension and p<0.01 for <span class=""disease"">oedema</span>)."		761593
bcv_easy_298_sent_work_dev_set_761593	no_relation	12739036.0	D001379	D008180	12739036_D001379_D008180	12739036_2	"<span class=""chemical"">azathioprine</span>"	"<span class=""disease"">systemic lupus erythematosus/SLE</span>"	"Since 1989, she had been suffering from <span class=""disease"">systemic lupus erythematosus</span> (<span class=""disease"">SLE</span>) with renal involvement and undergone periods of treatment with <span class=""chemical"">azathioprine</span> and cyclophosphamide."		761593
bcv_easy_153_sent_work_dev_set_761593	no_relation	12013711.0	D008238	D001480	12013711_D008238_D001480	12013711_1	"<span class=""chemical"">LSD</span>"	"<span class=""disease"">EPS</span>"	"Two schizophrenic patients, who had a prior history of <span class=""chemical"">LSD</span> abuse and who had previously developed <span class=""disease"">EPS</span> with classic antipsychotics, were successfully treated with risperidone."		761593
bcv_easy_792_sent_work_dev_set_761593	no_relation	9952311.0	D004317	D009369	9952311_D004317_D009369	9952311_1	"<span class=""chemical"">ADR/adriamycin</span>"	"<span class=""disease"">cancer</span>"	"The use of <span class=""chemical"">adriamycin</span> (<span class=""chemical"">ADR</span>) in <span class=""disease"">cancer</span> chemotherapy has been limited due to its cumulative cardiovascular toxicity."		761593
bcv_easy_1039_sent_work_dev_set_761593	no_relation	6892185.0	D002122	D015878	6892185_D002122_D015878	6892185_1	"<span class=""chemical"">calcium chloride</span>"	"<span class=""disease"">mydriasis</span>"	"The effect of <span class=""chemical"">calcium chloride</span> injected into the cerebral ventricles of group-housed unanaesthetized cats upon vocalization (rage, hissing and snarling), fighting (attack with paws and claws, defense with paws and claws and biting), <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions produced by carbachol and eserine injected similarly was investigated."		761593
bcv_easy_744_sent_work_dev_set_761593	no_relation	2716967.0	D009270	D002375	2716967_D009270_D002375	2716967_9	"<span class=""chemical"">naloxone</span>"	"<span class=""disease"">catalepsy</span>"	"While the mutual potentiation, antagonism and tolerance suggest common mechanisms for the induced <span class=""disease"">catalepsy</span>, differences in latency, rigidity and behavior, asymmetry of cross-tolerance and a widely-different ID50 for <span class=""chemical"">naloxone</span> would argue against an action at a single opioid site."		761593
bcv_easy_210_sent_work_dev_set_761593	no_relation	2339463.0	D015119	D008595	2339463_D015119_D008595	2339463_1	"<span class=""chemical"">epsilon-aminocaproic acid</span>"	"<span class=""disease"">menorrhagia</span>"	"We describe a 42-year-old woman who developed superior sagittal and left transverse sinus thrombosis associated with prolonged <span class=""chemical"">epsilon-aminocaproic acid</span> therapy for <span class=""disease"">menorrhagia</span>."		761593
bcv_easy_1255_sent_work_dev_set_761593	no_relation	6699841.0	D013467	D007674	6699841_D013467_D007674	6699841_4	"<span class=""chemical"">sulindac</span>"	"<span class=""disease"">renal toxicity</span>"	"We review previous reports linking RPN to antiinflammatory drug use and discuss possible advantages of <span class=""chemical"">sulindac</span> in patients who have experienced <span class=""disease"">renal toxicity</span> from other antiinflammatory agents."		761593
bcv_easy_439_sent_work_dev_set_761593	no_relation	2893236.0	D009270	D012133	2893236_D009270_D012133	2893236_0	"<span class=""chemical"">naloxone</span>"	"<span class=""disease"">respiratory paralysis</span>"	"GABA involvement in <span class=""chemical"">naloxone</span> induced reversal of <span class=""disease"">respiratory paralysis</span> produced by thiopental."		761593
bcv_easy_61_sent_work_dev_set_761593	no_relation	16428827.0	D002794	D000647	16428827_D002794_D000647	16428827_0	"<span class=""chemical"">choline</span>"	"<span class=""disease"">amnesia</span>"	"Daidzein activates <span class=""chemical"">choline</span> acetyltransferase from MC-IXC cells and improves drug-induced <span class=""disease"">amnesia</span>."		761593
bcv_easy_656_sent_work_dev_set_761593	no_relation	12851669.0	D017373	D054556	12851669_D017373_D054556	12851669_1	"<span class=""chemical"">CPA/cyproterone acetate</span>"	"<span class=""disease"">venous thromboembolism/VTE</span>"	"OBJECTIVE: To achieve absolute risk estimates of <span class=""disease"">venous thromboembolism</span> (<span class=""disease"">VTE</span>) among women on <span class=""chemical"">cyproterone acetate</span> plus ethinylestradiol (<span class=""chemical"">CPA</span>/EE), and among women on combined oral contraceptives (COCs)."		761593
bcv_easy_568_sent_work_dev_set_761593	no_relation	11185967.0	D000662	D012640	11185967_D000662_D012640	11185967_8	"<span class=""chemical"">amphetamines</span>"	"<span class=""disease"">seizure</span>"	"CONCLUSIONS: During this study period, routine plasma screening for cocaine and <span class=""chemical"">amphetamines</span> in adult <span class=""disease"">seizure</span> patients had a low yield."		761593
bcv_easy_1017_sent_work_dev_set_761593	no_relation	6637851.0	D000638	D014693	6637851_D000638_D014693	6637851_3	"<span class=""chemical"">amiodarone</span>"	"<span class=""disease"">ventricular fibrillation/VF</span>"	"Sixty-nine percent of patients continued treatment with <span class=""chemical"">amiodarone</span> and had no recurrence of symptomatic VT or <span class=""disease"">ventricular fibrillation</span> (<span class=""disease"">VF</span>) over a follow-up of 6 to 52 months (mean +/- standard deviation 14.2 +/- 8.2)."		761593
bcv_easy_173_sent_work_dev_set_761593	no_relation	7072798.0	D002701	D002386	7072798_D002701_D002386	7072798_1	"<span class=""chemical"">chloramphenicol</span>"	"<span class=""disease"">cataract</span>"	"A 73-year-old woman died of aplastic anemia less than two months after undergoing <span class=""disease"">cataract</span> extraction and beginning topical therapy with <span class=""chemical"">chloramphenicol</span>."		761593
bcv_easy_915_sent_work_dev_set_761593	no_relation	7647582.0	D007530	D004342	7647582_D007530_D004342	7647582_4	"<span class=""chemical"">isoflurane</span>"	"<span class=""disease"">hypersensitivity</span>"	"This study was performed to determine cross-reactivity between enflurane and <span class=""chemical"">isoflurane</span> with the <span class=""disease"">hypersensitivity</span> induced by halothane."		761593
bcv_easy_754_sent_work_dev_set_761593	no_relation	10539815.0	D004656	D006333	10539815_D004656_D006333	10539815_4	"<span class=""chemical"">enalapril</span>"	"<span class=""disease"">CHF</span>"	"METHOD: We analyzed data from the Studies of Left Ventricular Dysfunction (SOLVD), a randomized, double-blind, placebo-controlled trial of <span class=""chemical"">enalapril</span> for the treatment of <span class=""disease"">CHF</span>."		761593
bcv_easy_451_sent_work_dev_set_761593	no_relation	2893236.0	D009270	D012133	2893236_D009270_D012133	2893236_7	"<span class=""chemical"">naloxone</span>"	"<span class=""disease"">respiratory paralysis</span>"	"These data suggest <span class=""chemical"">naloxone</span> reverses <span class=""disease"">respiratory paralysis</span> produced by thiopental and involves GABA in its action."		761593
bcv_easy_92_sent_work_dev_set_761593	no_relation	16418614.0	D011441	D014424	16418614_D011441_D014424	16418614_0	"<span class=""chemical"">PTU</span>"	"<span class=""disease"">Turner Syndrome</span>"	"<span class=""chemical"">PTU</span>-associated vasculitis in a girl with <span class=""disease"">Turner Syndrome</span> and Graves' disease."		761593
bcv_easy_73_sent_work_dev_set_761593	no_relation	16820346.0	C065179	D006973	16820346_C065179_D006973	16820346_7	"<span class=""chemical"">atorvastatin</span>"	"<span class=""disease"">hypertension</span>"	"Thus, <span class=""chemical"">atorvastatin</span> prevented and reversed dexamethasone-induced <span class=""disease"">hypertension</span> in the rat."		761593
bcv_easy_582_sent_work_dev_set_761593	no_relation	6454943.0	D002216	D011507	6454943_D002216_D011507	6454943_0	"<span class=""chemical"">captopril</span>"	"<span class=""disease"">proteinuria</span>"	"Effect of <span class=""chemical"">captopril</span> on pre-existing and aminonucleoside-induced <span class=""disease"">proteinuria</span> in spontaneously hypertensive rats."		761593
bcv_easy_241_sent_work_dev_set_761593	no_relation	12093990.0	C059262	D000257	12093990_C059262_D000257	12093990_10	"<span class=""chemical"">cidofovir</span>"	"<span class=""disease"">adenovirus infection</span>"	"The use of <span class=""chemical"">cidofovir</span> in severe <span class=""disease"">adenovirus infection</span> has been limited by adverse effects, the most significant of which is nephrotoxicity."		761593
bcv_easy_99_sent_work_dev_set_761593	no_relation	8766220.0	D004308	D059350	8766220_D004308_D059350	8766220_2	"<span class=""chemical"">dosulepine hydrochloride</span>"	"<span class=""disease"">chronic pain</span>"	"This drug was initiated in association with paroxetine and <span class=""chemical"">dosulepine hydrochloride</span> in a tetraparetic patient with <span class=""disease"">chronic pain</span>."		761593
bcv_easy_64_sent_work_dev_set_761593	no_relation	16428827.0	D000109	D000544	16428827_D000109_D000544	16428827_1	"<span class=""chemical"">ACh/acetylcholine</span>"	"<span class=""disease"">AD/Alzheimer's disease</span>"	"The choline acetyltransferase (ChAT) activator, which enhances cholinergic transmission via an augmentation of the enzymatic production of <span class=""chemical"">acetylcholine</span> (<span class=""chemical"">ACh</span>), is an important factor in the treatment of <span class=""disease"">Alzheimer's disease</span> (<span class=""disease"">AD</span>)."		761593
bcv_easy_311_sent_work_dev_set_761593	no_relation	9672273.0	D013629	D001943	9672273_D013629_D001943	9672273_13	"<span class=""chemical"">tamoxifen</span>"	"<span class=""disease"">breast cancer</span>"	"There is a statistically significant reduction of <span class=""disease"">breast cancer</span> among women receiving <span class=""chemical"">tamoxifen</span> who also used hormone-replacement therapy during the trial: among 390 women on such therapy and allocated to placebo, we found eight cases of <span class=""disease"">breast cancer</span> compared with one case among 362 women allocated to <span class=""chemical"">tamoxifen</span>."		761593
bcv_easy_719_sent_work_dev_set_761593	no_relation	3780814.0	D004052	D009369	3780814_D004052_D009369	3780814_6	"<span class=""chemical"">DEN</span>"	"<span class=""disease"">tumor</span>"	"In <span class=""chemical"">DEN</span> + PB treated rats, the survival was prolonged and the <span class=""disease"">tumor</span> incidence decreased as compared with the results obtained by <span class=""chemical"">DEN</span> alone."		761593
bcv_easy_306_sent_work_dev_set_761593	no_relation	9672273.0	D013629	D001943	9672273_D013629_D001943	9672273_0	"<span class=""chemical"">tamoxifen</span>"	"<span class=""disease"">breast cancer</span>"	"Prevention of <span class=""disease"">breast cancer</span> with <span class=""chemical"">tamoxifen</span>: preliminary findings from the Italian randomised trial among hysterectomised women. Italian <span class=""chemical"">Tamoxifen</span> Prevention Study."		761593
bcv_easy_637_sent_work_dev_set_761593	no_relation	11694026.0	C012655	D014581	11694026_C012655_D014581	11694026_0	"<span class=""chemical"">nimesulide</span>"	"<span class=""disease"">urticaria</span>"	"Tolerability of <span class=""chemical"">nimesulide</span> and paracetamol in patients with NSAID-induced <span class=""disease"">urticaria</span>/angioedema."		761593
bcv_easy_1016_sent_work_dev_set_761593	no_relation	6637851.0	D000638	D017180	6637851_D000638_D017180	6637851_3	"<span class=""chemical"">amiodarone</span>"	"<span class=""disease"">VT</span>"	"Sixty-nine percent of patients continued treatment with <span class=""chemical"">amiodarone</span> and had no recurrence of symptomatic <span class=""disease"">VT</span> or ventricular fibrillation (VF) over a follow-up of 6 to 52 months (mean +/- standard deviation 14.2 +/- 8.2)."		761593
bcv_easy_189_sent_work_dev_set_761593	no_relation	11009181.0	D001058	D010300	11009181_D001058_D010300	11009181_0	"<span class=""chemical"">Apomorphine</span>"	"<span class=""disease"">Parkinson's disease</span>"	"<span class=""chemical"">Apomorphine</span>: an underutilized therapy for <span class=""disease"">Parkinson's disease</span>."		761593
bcv_easy_776_sent_work_dev_set_761593	no_relation	17490790.0	D014443	D009410	17490790_D014443_D009410	17490790_2	"<span class=""chemical"">tyrosine</span>"	"<span class=""disease"">degeneration of dopaminergic neurons</span>"	"To demonstrate the relationship between peripheral iron overload and dopaminergic neuron loss in rat substantia nigra (SN), in the present study we used fast cyclic voltammetry, <span class=""chemical"">tyrosine</span> hydroxylase (TH) immunohistochemistry, Perls' iron staining, and high performance liquid chromatography-electrochemical detection to study the <span class=""disease"">degeneration of dopaminergic neurons</span> and increased iron content in the SN of iron dextran overloaded animals."		761593
bcv_easy_588_sent_work_dev_set_761593	no_relation	6454943.0	D002216	D011507	6454943_D002216_D011507	6454943_3	"<span class=""chemical"">captopril</span>"	"<span class=""disease"">proteinuria</span>"	"Oral administration of <span class=""chemical"">captopril</span> at 100 mg/kg for 14 days failed to aggravate <span class=""disease"">proteinuria</span> pre-existing in SHR."		761593
bcv_easy_723_sent_work_dev_set_761593	no_relation	3762968.0	D013835	D014899	3762968_D013835_D014899	3762968_1	"<span class=""chemical"">thiamine pyrophosphate/TPP</span>"	"<span class=""disease"">Wernicke's encephalopathy</span>"	"We studied a thiamine-dependent enzyme, transketolase, from fibroblasts of a diabetic patient who developed <span class=""disease"">Wernicke's encephalopathy</span> when treated with tolazamide, in order to delineate if this patient also had transketolase abnormality [high Km for <span class=""chemical"">thiamine pyrophosphate</span> (<span class=""chemical"">TPP</span>)], as previously reported in postalcoholic Wernicke-Korsakoff syndrome."		761593
bcv_easy_991_sent_work_dev_set_761593	no_relation	12091028.0	D003975	D006212	12091028_D003975_D006212	12091028_5	"<span class=""chemical"">Diazepam</span>"	"<span class=""disease"">hallucinations</span>"	"<span class=""chemical"">Diazepam</span>, unless contraindicated or risky, remains the only necessary complementary drug to ketamine as it buffers its cardiovascular response and decreases the duration and intensity of operative and postoperative <span class=""disease"">hallucinations</span>."		761593
